reaction name	ECN	has match in metaCyc	contains atom mapping	left mets	right mets	missingMets
glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+LJQLQCAXBUHEAZ-UWTATZPHSA-N	NBIIXXVUZAFLBC-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+LXJXRIRHZLFYRP-UHFFFAOYSA-N	
glycerate kinase	2.7.1.31	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+GXIURPTVHJPJLF-UWTATZPHSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RBNPOMFGQQGHHO-UWTATZPHSA-N	
glycerol kinase	2.7.1.30	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XTWYTFMLZFPYCI-KQYNXXCUSA-N+AWUCVROLDVIAJX-GSVOUGTGSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+PEDCQBHIVMGVHV-UHFFFAOYSA-N	
glycerol-3-phosphate acyltransferase	2.3.1.15	False	False	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+LMGP10050000	AWUCVROLDVIAJX-GSVOUGTGSA-N	
glycerol-3-phosphate dehydrogenase (FAD), mitochondrial	1.1.99.5	False	False	YPZRHBJKEMOYQH-UYBVJOGSSA-N+GNGACRATGGDKBX-UHFFFAOYSA-N	VWWQXMAJTJZDQX-UYBVJOGSSA-N+AWUCVROLDVIAJX-GSVOUGTGSA-N	
glycerol-3-phosphate dehydrogenase (NAD)	1.1.1.94	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+GNGACRATGGDKBX-UHFFFAOYSA-N	BAWFJGJZGIEFAR-NNYOXOHSSA-M+AWUCVROLDVIAJX-GSVOUGTGSA-N	
glycerophosphate shuttle for trasnfer of reducing equivalents 		False	False	YPZRHBJKEMOYQH-UYBVJOGSSA-N+GNGACRATGGDKBX-UHFFFAOYSA-N	VWWQXMAJTJZDQX-UYBVJOGSSA-N+AWUCVROLDVIAJX-GSVOUGTGSA-N	
glycine C-acetyltransferase	2.3.1.29	False	False	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+SAUCHDKDCUROAO-VKHMYHEASA-N	ZSLZBFCDCINBPY-ZSJPKINUSA-N+DHMQDGOQFOQNFH-UHFFFAOYSA-N	
glycine N-choloyltransferase EC:2.3.1.65		False	False	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+GHCZAUBVMUEKKP-GYPHWSFCSA-N	DHMQDGOQFOQNFH-UHFFFAOYSA-N+IIWDDMINEZBCTG-RUAADODMSA-N	
glycine N-methyltransferase	2.1.1.20	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+ZJUKTBDSGOFHSH-WFMPWKQPSA-N+FSYKKLYZXJSNPZ-UHFFFAOYSA-N	MEFKEPWMEQBLKI-AIRLBKTGSA-O+DHMQDGOQFOQNFH-UHFFFAOYSA-N	
glycine amidinotransferase (c)	2.1.4.1	True	True	AHLPHDHHMVZTML-BYPYZUCNSA-N+BPMFZUMJYQTVII-UHFFFAOYSA-N	DHMQDGOQFOQNFH-UHFFFAOYSA-N+ODKSFYDXXFIFQN-BYPYZUCNSA-N	
glycine hydroxymethyltransferase	2.1.2.1	False	False	DHMQDGOQFOQNFH-UHFFFAOYSA-N+OITBLCDWXSXNCN-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+ZRJHLGYVUCPZNH-MQWKRIRWSA-O	
glycine hydroxymethyltransferase, mitochondrial	2.1.2.1	False	False	DHMQDGOQFOQNFH-UHFFFAOYSA-N+OITBLCDWXSXNCN-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+ZRJHLGYVUCPZNH-MQWKRIRWSA-O	
glycine hydroxymethyltransferase, reversible	2.1.2.1	True	True	XLYOFNOQVPJJNP-UHFFFAOYSA-N+DHMQDGOQFOQNFH-UHFFFAOYSA-N+QYNUQALWYRSVHF-PZORYLMUSA-N	MSTNYGQPCMXVAQ-RYUDHWBXSA-N+MTCFGRXMJLQNBG-REOHCLBHSA-N	
glycine hydroxymethyltransferase, reversible, mitochondrial	2.1.2.1	True	True	XLYOFNOQVPJJNP-UHFFFAOYSA-N+DHMQDGOQFOQNFH-UHFFFAOYSA-N+QYNUQALWYRSVHF-PZORYLMUSA-N	MSTNYGQPCMXVAQ-RYUDHWBXSA-N+MTCFGRXMJLQNBG-REOHCLBHSA-N	
glycine oxidase, perixosomal		False	False	MHAJPDPJQMAIIY-UHFFFAOYSA-N+HHLFWLYXYJOTON-UHFFFAOYSA-N+QGZKDVFQNNGYKY-UHFFFAOYSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+XLYOFNOQVPJJNP-UHFFFAOYSA-N+DHMQDGOQFOQNFH-UHFFFAOYSA-N	
glycine synthase Nitrogen metabolism EC:2.1.2.10	2.1.2.10	False	False	BAWFJGJZGIEFAR-NNYOXOHSSA-M+DHMQDGOQFOQNFH-UHFFFAOYSA-N+MSTNYGQPCMXVAQ-RYUDHWBXSA-N	CURLTUGMZLYLDI-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+QGZKDVFQNNGYKY-UHFFFAOYSA-N+QYNUQALWYRSVHF-PZORYLMUSA-N	
glycine-cleavage complex (lipoamide), mitochondrial	2.1.2.10	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+FCCDDURTIIUXBY-UHFFFAOYSA-N	BAWFJGJZGIEFAR-NNYOXOHSSA-M+VLYUGYAKYZETRF-UHFFFAOYSA-N	
glycine-cleavage complex (lipoylprotein) irreversible, mitochondrial	1.8.1.4	False	False	QGZKDVFQNNGYKY-UHFFFAOYSA-N+QYNUQALWYRSVHF-PZORYLMUSA-N+16194	MSTNYGQPCMXVAQ-RYUDHWBXSA-N+16882	
glycine-cleavage complex (lipoylprotein), mitochondrial	2.1.2.10	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+15804	BAWFJGJZGIEFAR-NNYOXOHSSA-M+16194	
glycine-cleavage system (lipoamide) irreversible, mitochondrial	1.8.1.4	False	False	QGZKDVFQNNGYKY-UHFFFAOYSA-N+VLYUGYAKYZETRF-UHFFFAOYSA-N+QYNUQALWYRSVHF-PZORYLMUSA-N	MSTNYGQPCMXVAQ-RYUDHWBXSA-N+KALYVIJGKPJBQV-UHFFFAOYSA-N	
glycogen debranching enzyme	3.2.1.33	False	False	WQZGKKKJIJFFOK-GASJEMHNSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
glycogen phosphorylase (amyls -> glc-D)	2.4.1.1	False	False	WQZGKKKJIJFFOK-GASJEMHNSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
glycogen phosphorylase (glygn2 -> dxtrn)	2.4.1.1	False	False	HXXFSFRBOHSIMQ-VFUOTHLCSA-N	NBIIXXVUZAFLBC-UHFFFAOYSA-N	
glycogen synthase (ggn -> glygn1)	2.4.1.11	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XCCTYIAWTASOJW-XVFCMESISA-N	HSCJRCZFDFQWRP-RDKQLNKOSA-N	
glycogenin  Protein assembly		False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N+CKLJMWTZIZZHCS-REOHCLBHSA-N+DCXYFEDJOCDNAF-REOHCLBHSA-N+QNAYBMKLOCPYGJ-REOHCLBHSA-N+XUJNEKJLAYXESH-REOHCLBHSA-N+ZDXPYRJPNDTMRX-VKHMYHEASA-N+DHMQDGOQFOQNFH-UHFFFAOYSA-N+MTCFGRXMJLQNBG-REOHCLBHSA-N+AYFVYJQAPQTCCC-GBXIJSLDSA-N+KDXKERNSBIXSRK-YFKPBYRVSA-N+ODKSFYDXXFIFQN-BYPYZUCNSA-N+FFEARJCKVFRZRR-BYPYZUCNSA-N+HNDVDQJCIGZPNO-YFKPBYRVSA-N+OUYCCCASQSFEME-QMMMGPOBSA-N+AGPKZVBTJJNPAG-WHFBIAKZSA-N+ROHFNLRQFUQHCH-YFKPBYRVSA-N+QIVBCDIJIAJPQS-VIFPVBQESA-N+COLNVLDHVKWLRT-QMMMGPOBSA-N+ONIBWKKTOPOVIA-BYPYZUCNSA-N+KZSNJWFQEVHDMF-BYPYZUCNSA-N	
glycogenin self-glucosylation		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XCCTYIAWTASOJW-XVFCMESISA-N	HSCJRCZFDFQWRP-RDKQLNKOSA-N	
glycophosphatidylinositol (GPI) deacylase, endoplasmic reticulum		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+IPCSVZSSVZVIGE-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
glycoprotein 6-alpha-L-fucosyltransferase	2.4.1.68	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+QGWNDRXFNXRZMB-UUOKFMHZSA-N	LQEBEXMHBLQMDB-QIXZNPMTSA-N+C11530	
glycosylasparaginase, lysosomal	3.5.1.26	False	False		XLYOFNOQVPJJNP-UHFFFAOYSA-N	
glyoxylate oxidase	1.2.3.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+MUBZPKHOEPUJKR-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+HHLFWLYXYJOTON-UHFFFAOYSA-N	
glyoxylate oxidase, peroxisomal	1.1.3.15	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+MHAJPDPJQMAIIY-UHFFFAOYSA-N+MUBZPKHOEPUJKR-UHFFFAOYSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+XLYOFNOQVPJJNP-UHFFFAOYSA-N+HHLFWLYXYJOTON-UHFFFAOYSA-N	
guanidinoacetate N-methyltransferase (c)	2.1.1.2	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+ZJUKTBDSGOFHSH-WFMPWKQPSA-N+CVSVTCORWBXHQV-UHFFFAOYSA-N	MEFKEPWMEQBLKI-AIRLBKTGSA-O+BPMFZUMJYQTVII-UHFFFAOYSA-N	
guanine deaminase	3.5.4.3	False	False	QGZKDVFQNNGYKY-UHFFFAOYSA-N+LRFVTYWOQMYALW-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+UYTPUPDQBNUYGX-UHFFFAOYSA-N	
guanine phosphoribosyltransferase	2.4.2.8	True	True	XPPKVPWEQAFLFU-UHFFFAOYSA-N+RQFCJASXJCIDSX-UUOKFMHZSA-N	PQGCEDQWHSBAJP-TXICZTDVSA-N+UYTPUPDQBNUYGX-UHFFFAOYSA-N	
guanosine kinase (mitochondrial)		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XTWYTFMLZFPYCI-KQYNXXCUSA-N+RQFCJASXJCIDSX-UUOKFMHZSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+NYHBQMYGNKIUIF-UUOKFMHZSA-N	
guanylate cyclase	4.6.1.2	True	True	ZOOGRGPOEVQQDX-UUOKFMHZSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	XKMLYUALXHKNFT-UUOKFMHZSA-N	
guanylate kinase (GMP:ATP)		True	True	XTWYTFMLZFPYCI-KQYNXXCUSA-N+QGWNDRXFNXRZMB-UUOKFMHZSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RQFCJASXJCIDSX-UUOKFMHZSA-N	
guanylate kinase (GMP:ATP), mitochondrial		True	True	XTWYTFMLZFPYCI-KQYNXXCUSA-N+QGWNDRXFNXRZMB-UUOKFMHZSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RQFCJASXJCIDSX-UUOKFMHZSA-N	
gulonate dehydrogenase, endoplasmic reticulum	1.1.1.19	False	False	XJLXINKUBYWONI-NNYOXOHSSA-K+RGHNJXZEOKUKBD-QTBDOELSSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+AEMOLEFTQBMNLQ-WAXACMCWSA-N	
heparan glucuronyltransferase II	2.4.1.225	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XCCTYIAWTASOJW-XVFCMESISA-N	HDYANYHVCAPMJV-LXQIFKJMSA-N	
heparan sulfate 6-sulfotransferase, Golgi apparatus		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+WHTCPDAXWFLDIH-KQYNXXCUSA-N	GACDQMDRPRGCTN-KQYNXXCUSA-N	
heparan sulfate proteoglycan protease, lysosome (endosome)		False	False	28815	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
heparan-N-sulfatase, lysosomal	3.10.1.1	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+QAOWNCQODCNURD-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
heparan-glucosaminide N-acetyltransferase, lysosomal	2.3.1.78	False	False	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N	ZSLZBFCDCINBPY-ZSJPKINUSA-N	
heparin-glucosamine 3-O-sulfotransferase	2.8.2.23	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+WHTCPDAXWFLDIH-KQYNXXCUSA-N	GACDQMDRPRGCTN-KQYNXXCUSA-N	
heparosan-N-sulfate-glucuronate 5-epimerase	5.1.3.17	False	False			
hexadecanal:NADP+ delta2-oxidoreductase EC:1.3.1.27	1.3.1.27	False	False	XJLXINKUBYWONI-NNYOXOHSSA-K+NIOYUNMRJMEDGI-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K	
hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85	2.3.1.85	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+18359+C05750	GPRLSGONYQIRFK-FTGQXOHASA-N+58107+C05749	
hexokinase (D-fructose:ATP)	2.7.1.1	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+GSXOAOHZAIYLCY-HSUXUTPPSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RFSUNEUAIZKAJO-ARQDHWQXSA-N	
hexokinase (D-glucosamine:ATP)	2.7.1.1	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+XHMJOUIAFHJHBW-UKFBFLRUSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+MSWZFWKMSRAUBD-IVMDWMLBSA-N	
hexokinase (D-glucose:ATP)		False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+NBSCHQHZLSJFNQ-GASJEMHNSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+WQZGKKKJIJFFOK-GASJEMHNSA-N	
hexokinase (D-mannose:ATP)	2.7.1.7	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+NBSCHQHZLSJFNQ-RWOPYEJCSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+WQZGKKKJIJFFOK-QTVWNMPRSA-N	
histidase	4.3.1.3	False	False	QGZKDVFQNNGYKY-UHFFFAOYSA-N+LOIYMIARKYCTBW-OWOJBTEDSA-N	HNDVDQJCIGZPNO-YFKPBYRVSA-N	
histidine decarboxylase	4.1.1.28	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+NTYJJOPFIAHURM-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+HNDVDQJCIGZPNO-YFKPBYRVSA-N	
histone-lysine N-methyltransferase, nuclear	2.1.1.43	False	False	ZJUKTBDSGOFHSH-WFMPWKQPSA-N+C05546	MEFKEPWMEQBLKI-AIRLBKTGSA-O+C05545	
holocarboxylase synthestase (biotin protein ligase)		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N	UTQCSTJVMLODHM-RHCAYAJFSA-N	
holocarboxylase synthestase (biotin protein ligase), mitochondrial		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N	UTQCSTJVMLODHM-RHCAYAJFSA-N	
hyaluronan synthase	2.4.1.212	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XCCTYIAWTASOJW-XVFCMESISA-N+16336	DLGJWSVWTWEWBJ-UCFDOFRFSA-N+LFTYTUAZOPRMMI-CFRASDGPSA-N+HDYANYHVCAPMJV-LXQIFKJMSA-N	
hydrogen-peroxide:hydrogen-peroxide oxidoreductase EC:1.11.1.6	1.11.1.6	True	True	XLYOFNOQVPJJNP-UHFFFAOYSA-N+MYMOFIZGZYHOMD-UHFFFAOYSA-N	MHAJPDPJQMAIIY-UHFFFAOYSA-N	
hydrolysis of Glycylleucine in the small intestine for cellular uptake		False	False	DHMQDGOQFOQNFH-UHFFFAOYSA-N+ROHFNLRQFUQHCH-YFKPBYRVSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+DKEXFJVMVGETOO-LURJTMIESA-N	
hydrolysis of Leucylleucine in the small intestine for cellular uptake		False	False	ROHFNLRQFUQHCH-YFKPBYRVSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+C11332	
hydrolysis of Prolylglycine in the small intestine for cellular uptake		True	True	DHMQDGOQFOQNFH-UHFFFAOYSA-N+ONIBWKKTOPOVIA-BYPYZUCNSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+KZNQNBZMBZJQJO-UHFFFAOYSA-N	
hydrolysis of cholesterol ester by cholesterol esterase 		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+HVYWMOMLDIMFJA-DPAQBDIFSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+17002	
hydrolysis of glycylphenylalanine		False	False	DHMQDGOQFOQNFH-UHFFFAOYSA-N+COLNVLDHVKWLRT-QMMMGPOBSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+97415	
hydrolysis of glycylproline in the small intestine for cellular uptake		False	False	DHMQDGOQFOQNFH-UHFFFAOYSA-N+ONIBWKKTOPOVIA-BYPYZUCNSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+RNKSNIBMTUYWSH-UHFFFAOYSA-N	
hydrolysis of glycylycine for uptake		False	False	DHMQDGOQFOQNFH-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+YMAWOPBAYDPSLA-UHFFFAOYSA-N	
hydrolysis of leucylglycine		False	False	DHMQDGOQFOQNFH-UHFFFAOYSA-N+ROHFNLRQFUQHCH-YFKPBYRVSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+97364	
hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+IOIZWEJGGCZDOL-RQDYSCIWSA-N	XJLXINKUBYWONI-NNYOXOHSSA-K+MCKLJFJEQRYRQT-APGJSSKUSA-N	
hydroxyacylglutathione hydrolase	3.1.2.6	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+RWSXRVCMGQZWBV-WDSKDSINSA-N+JVTAAEKCZFNVCJ-UWTATZPHSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+VDYDCVUWILIYQF-CSMHCCOUSA-N	
hydroxyacylglutathione hydrolase, mitochondrial	3.1.2.6	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+JVTAAEKCZFNVCJ-UWTATZPHSA-N+RWSXRVCMGQZWBV-WDSKDSINSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+VDYDCVUWILIYQF-CSMHCCOUSA-N	
hydroxymethylbilane synthase	4.3.1.8	False	False	QGZKDVFQNNGYKY-UHFFFAOYSA-N+WDFJYRZCZIUBPR-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+QSHWIQZFGQKFMA-UHFFFAOYSA-N	
hydroxymethylglutaryl-CoA lyase	4.1.3.4	True	True	ZSLZBFCDCINBPY-ZSJPKINUSA-N+WDJHALXBUFZDSR-UHFFFAOYSA-N	CABVTRNMFUVUDM-VRHQGPGLSA-N	
hydroxypyruvate decarboxylase	4.1.1.40	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+WGCNASOHLSPBMP-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+HHDDCCUIIUWNGJ-UHFFFAOYSA-N	
hydroxypyruvate decarboxylase, mitochondria	4.1.1.40	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+WGCNASOHLSPBMP-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+HHDDCCUIIUWNGJ-UHFFFAOYSA-N	
hydroxypyruvate reductase (NADH)	1.1.1.27	False	False	BAWFJGJZGIEFAR-NNYOXOHSSA-M+RBNPOMFGQQGHHO-REOHCLBHSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+HHDDCCUIIUWNGJ-UHFFFAOYSA-N	
hydroxysteroid (17-beta) dehydrogenase 4		False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+AWLXQJGPNLCTLM-YFXOTMPNSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+MYMOFIZGZYHOMD-UHFFFAOYSA-N+QVDPWQVOSKJUES-SQEGORTJSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K	
hydroxysteroid (17-beta) dehydrogenase 4  Bile acid biosynthesis EC:1.1.1.35	1.1.1.35	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+AWLXQJGPNLCTLM-YFXOTMPNSA-N	BAWFJGJZGIEFAR-NNYOXOHSSA-M+PXHZOQNODUPJKC-YZBUYOTGSA-N	
hydroxysteroid (17-beta) dehydrogenase 7  Biosynthesis of steroids EC:1.1.1.270	1.1.1.270	False	False	XJLXINKUBYWONI-NNYOXOHSSA-K+FOUJWBXBKVVHCJ-YIJYGBTNSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+DBPZYKHQDWKORQ-MWEYQPRESA-N	
hypotaurine:NAD+ oxidoreductase Taurine and hypotaurine metabolism EC:1.8.1.3	1.8.1.3	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+XOAAWQZATWQOTB-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+VVIUBCNYACGLLV-UHFFFAOYSA-N	
hypothetical enyme		True	True	NBIIXXVUZAFLBC-UHFFFAOYSA-N+NHZMQXZHNVQTQA-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZMJGSOSNSPKHNH-UHFFFAOYSA-N	
hypoxanthine phosphoribosyltransferase (Hypoxanthine)	2.4.2.8	True	True	XPPKVPWEQAFLFU-UHFFFAOYSA-N+GRSZFWQUAKGDAV-KQYNXXCUSA-N	PQGCEDQWHSBAJP-TXICZTDVSA-N+FDGQSTZJBFJUBT-UHFFFAOYSA-N	
iduronate-2-sulfatase, lysosomal	3.1.6.13	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+QAOWNCQODCNURD-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
inorganic diphosphatase	3.6.1.1	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	
inorganic diphosphatase, endoplasmic reticulum	3.6.1.1	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	
inorganic diphosphatase, nuclear	3.6.1.1	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	
inorganic triphosphatase		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+UNXRWKVEANCORM-UHFFFAOYSA-N	
inorganic triphosphatase, mitochondrial	3.6.1.1	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+UNXRWKVEANCORM-UHFFFAOYSA-N	
inositol oxygenase	1.13.99.1	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+AEMOLEFTQBMNLQ-WAXACMCWSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+CDAISMWEOUEBRE-GPIVLXJGSA-N	
inositol-1,3,4,5,6-pentakisphosphate 2-kinase		False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+IMQLKJBTEOYOSI-GPIVLXJGSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+CTPQAXVNYGZUAJ-KXXVROSKSA-N	
inositol-1,3,4,5-triphosphate 6-kinase, nucleus		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XTWYTFMLZFPYCI-KQYNXXCUSA-N+CTPQAXVNYGZUAJ-KXXVROSKSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+CIPFCGZLFXVXBG-CNWJWELYSA-N	
inositol-1,3,4,5-trisphosphate 5-phosphatase	3.1.3.56	True	True	NBIIXXVUZAFLBC-UHFFFAOYSA-N+MMWCIQZXVOZEGG-MLQGYMEPSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+CIPFCGZLFXVXBG-CNWJWELYSA-N	
inositol-1,3,4,6-tetrakisphosphate 5-kinase, nucleus	2.7.1.140	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XTWYTFMLZFPYCI-KQYNXXCUSA-N+CTPQAXVNYGZUAJ-KXXVROSKSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+ZAWIXNGTTZTBKV-JMVOWJSSSA-N	
